Planet Name,Host Name,Number of Stars,Number of Planets,Number of Moons,Circumbinary Flag,Discovery Method,Discovery Year,Discovery Facility,Discovery Telescope,Discovery Instrument,Controversial Flag,Orbital Period [days],Orbital Period Limit Flag,Planet Radius [Earth Radius],Planet Radius Limit Flag,Planet Mass or Mass*sin(i) [Earth Mass],Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag,Planet Density [g/cm**3],Planet Density Limit Flag,Stellar Effective Temperature [K],Stellar Effective Temperature Limit Flag,Stellar Radius [Solar Radius],Stellar Radius Limit Flag,Stellar Mass [Solar mass],Stellar Mass Upper Unc. [Solar mass],Stellar Mass Lower Unc. [Solar mass],Stellar Mass Limit Flag,Stellar Luminosity [log(Solar)],Stellar Luminosity Limit Flag,Stellar Surface Gravity [log10(cm/s**2)],Stellar Surface Gravity Limit Flag,Galactic Latitude [deg],Galactic Longitude [deg],Ecliptic Latitude [deg],Ecliptic Longitude [deg],Total Proper Motion [mas/yr],Total Proper Motion Upper Unc [mas/yr],Total Proper Motion Lower Unc [mas/yr],Proper Motion (RA) [mas/yr],Proper Motion (RA) [mas/yr] Upper Unc,Proper Motion (RA) [mas/yr] Lower Unc,Proper Motion (Dec) [mas/yr],Proper Motion (Dec) [mas/yr] Upper Unc,Proper Motion (Dec) [mas/yr] Lower Unc,Distance [pc],Distance [pc] Upper Unc,Distance [pc] Lower Unc,B (Johnson) Magnitude,B (Johnson) Magnitude Upper Unc,B (Johnson) Magnitude Lower Unc,V (Johnson) Magnitude,V (Johnson) Magnitude Upper Unc,V (Johnson) Magnitude Lower Unc,J (2MASS) Magnitude,J (2MASS) Magnitude Upper Unc,J (2MASS) Magnitude Lower Unc,H (2MASS) Magnitude,H (2MASS) Magnitude Upper Unc,H (2MASS) Magnitude Lower Unc,Ks (2MASS) Magnitude,Ks (2MASS) Magnitude Upper Unc,Ks (2MASS) Magnitude Lower Unc,Gaia Magnitude,Gaia Magnitude Upper Unc,Gaia Magnitude Lower Unc,TESS Magnitude,TESS Magnitude Upper Unc,TESS Magnitude Lower Unc,Number of Photometry Time Series,Number of Radial Velocity Time Series,Number of Stellar Spectra Measurements,Number of Emission Spectroscopy Measurements,Number of Transmission Spectroscopy Measurements
Kepler-1388 d,Kepler-1388,1,4,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,20.9568158,0.0,2.86,0.0,8.55,0.0,2.01,0.0,4098.0,0.0,0.61,0.0,0.63,0.02,-0.03,0.0,-1.107,0.0,4.67,0.0,19.2323,76.88378,69.39205,296.45409,16.9319994,0.0761855,-0.0761855,-7.31509,0.0682098,-0.0682098,-15.2703,0.0779006,-0.0779006,453.795,7.4825,-7.4825,18.23,0.065,-0.065,16.43,1.133,-1.133,14.222,0.03,-0.03,13.516,0.031,-0.031,13.343,0.042,-0.042,16.2941,0.000761,-0.000761,15.3574,0.0075917,-0.0075917,0,0,0,0,0
Kepler-1388 e,Kepler-1388,1,4,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,37.6327084,0.0,2.46,0.0,6.62,0.0,2.44,0.0,4098.0,0.0,0.61,0.0,0.63,0.02,-0.03,0.0,-1.107,0.0,4.67,0.0,19.2323,76.88378,69.39205,296.45409,16.9319994,0.0761855,-0.0761855,-7.31509,0.0682098,-0.0682098,-15.2703,0.0779006,-0.0779006,453.795,7.4825,-7.4825,18.23,0.065,-0.065,16.43,1.133,-1.133,14.222,0.03,-0.03,13.516,0.031,-0.031,13.343,0.042,-0.042,16.2941,0.000761,-0.000761,15.3574,0.0075917,-0.0075917,0,0,0,0,0
Kepler-1389 b,Kepler-1389,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,99.2530951,0.0,1.77,0.0,3.78,0.0,3.75,0.0,5078.0,0.0,0.74,0.0,0.81,0.03,-0.03,0.0,-0.534,0.0,4.61,0.0,16.83141,75.1203,66.62232,298.99821,13.5664934,0.0330116,-0.0330116,1.48839,0.0342418,-0.0342418,-13.4846,0.0329963,-0.0329963,497.093,4.7,-4.7,15.946,0.021,-0.021,14.896,0.103,-0.103,13.247,0.029,-0.029,12.83,0.03,-0.03,12.696,0.021,-0.021,14.6836,0.000287,-0.000287,14.0971,0.0062,-0.0062,0,0,0,0,0
Kepler-139 b,Kepler-139,1,4,0,0,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,15.771044,0.0,2.94,0.0,5.2879,0.0,2.169438,0.0,5594.0,0.0,1.3,0.0,1.08,0.03,-0.03,0.0,0.016,0.0,4.25,0.0,18.74477,73.37771,66.35565,292.67842,17.1613847,0.0436633,-0.0436633,5.402,0.0442378,-0.0442378,16.289,0.0435996,-0.0435996,391.038,4.238,-4.149,12.569,0.02,-0.02,12.775,0.092,-0.092,11.53,0.021,-0.021,11.222,0.018,-0.018,11.167,0.016,-0.016,12.677,0.000184,-0.000184,12.1994,0.0064,-0.0064,0,0,0,0,0
Kepler-139 c,Kepler-139,1,4,0,0,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,157.072878,0.0,3.38,0.0,23.2558,0.0,8.702677,0.0,5594.0,0.0,1.3,0.0,1.08,0.03,-0.03,0.0,0.016,0.0,4.25,0.0,18.74477,73.37771,66.35565,292.67842,17.1613847,0.0436633,-0.0436633,5.402,0.0442378,-0.0442378,16.289,0.0435996,-0.0435996,391.038,4.238,-4.149,12.569,0.02,-0.02,12.775,0.092,-0.092,11.53,0.021,-0.021,11.222,0.018,-0.018,11.167,0.016,-0.016,12.677,0.000184,-0.000184,12.1994,0.0064,-0.0064,0,0,0,0,0
Kepler-139 d,Kepler-139,1,4,0,0,Transit,2023,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,7.30569992,0.0,1.695,0.0,4.65808,0.0,5.270467,0.0,5622.0,0.0,1.1,0.0,1.08,0.03,-0.03,0.0,0.016,0.0,4.35,0.0,18.74477,73.37771,66.35565,292.67842,17.1613847,0.0436633,-0.0436633,5.402,0.0442378,-0.0442378,16.289,0.0435996,-0.0435996,391.038,4.238,-4.149,12.569,0.02,-0.02,12.775,0.092,-0.092,11.53,0.021,-0.021,11.222,0.018,-0.018,11.167,0.016,-0.016,12.677,0.000184,-0.000184,12.1994,0.0064,-0.0064,0,0,0,0,0
Kepler-139 e,Kepler-139,1,4,0,0,Radial Velocity,2023,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,2047.635373,0.0,13.6,0.0,426.11582,0.0,0.931,0.0,5622.0,0.0,1.05,0.0,1.08,0.03,-0.03,0.0,0.007,0.0,4.35,0.0,18.74477,73.37771,66.35565,292.67842,17.1613847,0.0436633,-0.0436633,5.402,0.0442378,-0.0442378,16.289,0.0435996,-0.0435996,391.038,4.238,-4.149,12.569,0.02,-0.02,12.775,0.092,-0.092,11.53,0.021,-0.021,11.222,0.018,-0.018,11.167,0.016,-0.016,12.677,0.000184,-0.000184,12.1994,0.0064,-0.0064,0,0,0,0,0
Kepler-1390 b,Kepler-1390,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,6.48021673,0.0,1.18,0.0,1.76,0.0,5.89,0.0,5753.0,0.0,0.98,0.0,0.98,0.07,-0.07,0.0,-0.1,0.0,4.45,0.0,10.29931,82.29819,66.47737,323.15577,21.6521087,0.0380999,-0.0380999,10.5891,0.0369822,-0.0369822,18.8861,0.0384446,-0.0384446,723.431,10.5405,-10.5405,15.426,0.126,-0.126,14.558,0.172,-0.172,13.178,0.027,-0.027,12.82,0.033,-0.033,12.764,0.027,-0.027,14.4022,0.000269,-0.000269,13.8982,0.0087,-0.0087,0,0,0,0,0
Kepler-1391 b,Kepler-1391,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,54.4092333,0.0,1.68,0.0,3.46,0.0,4.01,0.0,5840.0,0.0,1.1,0.0,1.03,0.05,-0.04,0.0,0.439,0.0,4.36,0.0,11.82546,79.62052,66.21169,315.60638,7.2782005,0.0276367,-0.0276367,-7.07442,0.0273681,-0.0273681,-1.7102,0.031884,-0.031884,1038.35,17.555,-17.555,14.785,0.027,-0.027,13.906,0.057,-0.057,12.726,0.021,-0.021,12.434,0.022,-0.022,12.366,0.018,-0.018,13.8283,0.000214,-0.000214,13.3625,0.0072,-0.0072,0,0,0,0,0
Kepler-1392 b,Kepler-1392,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,15.1410397,0.0,1.96,0.0,4.5,0.0,3.28,0.0,5479.0,0.0,0.85,0.0,0.88,0.05,-0.06,0.0,-0.231,0.0,4.53,0.0,15.4861,77.54455,67.53463,305.49743,1.6933943,2.15309,-2.15309,1.69297,2.15309,-2.15309,0.0379037,2.15312,-2.15312,1117.0,119.885,-91.4,16.634,0.069,-0.069,15.963,0.195,-0.195,14.403,0.029,-0.029,14.012,0.031,-0.031,13.939,0.044,-0.044,15.6665,0.001051,-0.001051,15.1696,0.0061,-0.0061,0,0,0,0,0
Kepler-1393 b,Kepler-1393,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,2.44357812,0.0,0.8,0.0,0.437,0.0,4.69,0.0,5697.0,0.0,0.92,0.0,0.95,0.04,-0.05,0.0,0.151,0.0,4.5,0.0,15.96037,70.29718,62.36721,294.30219,18.046065,2.11661,-2.11661,-0.337968,2.1166,-2.1166,-18.0429,2.11661,-2.11661,544.456,,,14.285,0.014,-0.014,13.476,0.069,-0.069,12.226,0.022,-0.022,11.877,0.023,-0.023,11.816,0.018,-0.018,13.3324,0.000264,-0.000264,12.8778,0.006,-0.006,0,0,0,0,0
Kepler-1394 b,Kepler-1394,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,3.93766373,0.0,1.39,0.0,2.51,0.0,5.14,0.0,6481.0,0.0,2.55,0.0,1.64,0.09,-0.12,0.0,0.811,0.0,3.84,0.0,18.44477,74.836,67.34787,295.2469,14.0296445,0.0441583,-0.0441583,4.05353,0.0360305,-0.0360305,-13.4313,0.0448254,-0.0448254,640.409,8.226,-8.023,12.136,0.275,-0.275,11.714,0.019,-0.019,10.948,0.021,-0.021,10.724,0.018,-0.018,10.679,0.016,-0.016,11.7144,0.000229,-0.000229,11.3915,0.0067,-0.0067,0,0,0,0,0
Kepler-1395 b,Kepler-1395,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,3.78470649,0.0,0.8,0.0,0.437,0.0,4.69,0.0,6138.0,0.0,1.23,0.0,1.17,0.04,-0.03,0.0,0.277,0.0,4.33,0.0,13.79022,79.77512,67.82001,312.68863,7.0422352,0.0450596,-0.0450596,-4.70283,0.045417,-0.045417,-5.2418,0.0447698,-0.0447698,492.894,7.089,-6.894,13.242,0.036,-0.036,12.632,0.057,-0.057,11.574,0.021,-0.021,11.348,0.018,-0.018,11.29,0.019,-0.019,12.536,0.000171,-0.000171,12.1431,0.0078,-0.0078,0,0,0,0,0
Kepler-1396 b,Kepler-1396,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,18.2206421,0.0,2.07,0.0,4.94,0.0,3.06,0.0,6195.0,0.0,1.27,0.0,1.18,0.17,-0.1,0.0,0.204,0.0,4.3,0.0,11.33663,77.87852,64.75258,313.16886,16.7986466,0.0335582,-0.0335582,-5.96928,0.0360519,-0.0360519,-15.7023,0.0331823,-0.0331823,1066.46,21.16,-21.16,15.463,0.039,-0.039,14.691,0.217,-0.217,13.492,0.025,-0.025,13.194,0.022,-0.022,13.173,0.034,-0.034,14.5271,0.000261,-0.000261,14.0852,0.0079,-0.0079,0,0,0,0,0
Kepler-1397 b,Kepler-1397,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,47.449955,0.0,1.72,0.0,3.61,0.0,3.9,0.0,6026.0,0.0,1.12,0.0,1.09,0.04,-0.05,0.0,0.591,0.0,4.37,0.0,9.12251,81.61237,65.12102,323.26898,3.7836825,0.0285036,-0.0285036,1.54717,0.0304531,-0.0304531,-3.4529,0.0280959,-0.0280959,1198.25,24.8,-23.82,14.824,0.023,-0.023,14.324,0.114,-0.114,12.849,0.027,-0.027,12.517,0.03,-0.03,12.468,0.02,-0.02,14.0909,0.000261,-0.000261,13.6016,0.0095,-0.0095,0,0,0,0,0
Kepler-1398 b,Kepler-1398,1,2,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,2.78815679,0.0,0.9,0.0,0.666,0.0,5.02,0.0,6126.0,0.0,1.18,0.0,1.13,0.12,-0.08,0.0,0.312,0.0,4.34,0.0,12.70334,81.43624,67.98864,317.8501,10.5370393,0.0264826,-0.0264826,-10.537,0.0264826,-0.0264826,0.0287962,0.0280677,-0.0280677,852.204,10.609,-10.609,14.454,0.069,-0.069,13.752,0.103,-0.103,12.695,0.023,-0.023,12.389,0.021,-0.021,12.355,0.021,-0.021,13.6605,0.000228,-0.000228,13.2482,0.0067,-0.0067,0,0,0,0,0
Kepler-1398 c,Kepler-1398,1,2,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,4.13827595,0.0,1.03,0.0,1.08,0.0,5.43,0.0,6126.0,0.0,1.18,0.0,1.13,0.12,-0.08,0.0,0.312,0.0,4.34,0.0,12.70334,81.43624,67.98864,317.8501,10.5370393,0.0264826,-0.0264826,-10.537,0.0264826,-0.0264826,0.0287962,0.0280677,-0.0280677,852.204,10.609,-10.609,14.454,0.069,-0.069,13.752,0.103,-0.103,12.695,0.023,-0.023,12.389,0.021,-0.021,12.355,0.021,-0.021,13.6605,0.000228,-0.000228,13.2482,0.0067,-0.0067,0,0,0,0,0
Kepler-1399 b,Kepler-1399,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,1.63865306,0.0,1.25,0.0,2.1,0.0,5.91,0.0,5735.0,0.0,0.96,0.0,0.97,0.06,-0.06,0.0,0.01,0.0,4.47,0.0,12.48383,78.57331,66.06629,312.61874,8.7340771,0.0568584,-0.0568584,0.047128,0.0502636,-0.0502636,-8.73395,0.0568586,-0.0568586,1385.7,60.57,-55.79,15.454,0.067,-0.067,15.572,0.069,-0.069,14.295,0.031,-0.031,13.91,0.035,-0.035,13.929,0.075,-0.075,15.5074,0.000402,-0.000402,15.01,0.0066,-0.0066,0,0,0,0,0
Kepler-14 b,Kepler-14,2,1,0,0,Transit,2011,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,6.790123,0.0,12.733,0.0,2669.66,0.0,7.1,0.0,6395.0,0.0,2.05,0.0,1.51,0.04,-0.04,0.0,0.799,0.0,3.99,0.0,16.51686,78.15286,68.66087,304.5048,,,,,,,,,,798.0,25.099,-26.37,12.242,0.343,-0.343,12.003,0.027,-0.027,11.202,0.022,-0.022,11.068,0.02,-0.02,10.988,0.011,-0.011,,,,11.636,0.036,-0.036,0,0,0,0,2
Kepler-140 b,Kepler-140,1,2,0,0,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,3.25427,0.0,1.61,0.0,3.22,0.0,4.24,0.0,6077.0,0.0,1.29,0.0,1.15,0.03,-0.03,0.0,0.251,0.0,4.27,0.0,16.51644,77.51619,68.20227,303.41278,19.5239392,0.0357014,-0.0357014,-10.475,0.0346973,-0.0346973,-16.476,0.0360993,-0.0360993,583.859,7.097,-6.931,13.558,0.016,-0.016,13.018,0.069,-0.069,11.989,0.021,-0.021,11.759,0.02,-0.02,11.709,0.016,-0.016,12.9412,0.000265,-0.000265,12.5558,0.0074,-0.0074,0,0,0,0,0
Kepler-140 c,Kepler-140,1,2,0,0,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,91.353282,0.0,1.8,0.0,3.89,0.0,3.67,0.0,6077.0,0.0,1.29,0.0,1.15,0.03,-0.03,0.0,0.251,0.0,4.27,0.0,16.51644,77.51619,68.20227,303.41278,19.5239392,0.0357014,-0.0357014,-10.475,0.0346973,-0.0346973,-16.476,0.0360993,-0.0360993,583.859,7.097,-6.931,13.558,0.016,-0.016,13.018,0.069,-0.069,11.989,0.021,-0.021,11.759,0.02,-0.02,11.709,0.016,-0.016,12.9412,0.000265,-0.000265,12.5558,0.0074,-0.0074,0,0,0,0,0
Kepler-1400 b,Kepler-1400,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,9.06689421,0.0,1.62,0.0,3.26,0.0,4.21,0.0,5044.0,0.0,0.78,0.0,0.83,0.03,-0.04,0.0,-0.578,0.0,4.58,0.0,16.7223,75.93397,67.16832,300.44143,4.3674037,0.0587045,-0.0587045,3.11181,0.0552537,-0.0552537,3.06445,0.0620621,-0.0620621,752.237,17.635,-16.858,15.58,0.067,-0.067,16.067,0.16,-0.16,14.26,0.029,-0.029,13.775,0.028,-0.028,13.768,0.048,-0.048,15.7129,0.000523,-0.000523,15.1083,0.0064,-0.0064,0,0,0,0,0
Kepler-1401 b,Kepler-1401,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,11.20066445,0.0,1.68,0.0,3.46,0.0,4.01,0.0,5964.0,0.0,1.1,0.0,1.07,0.07,-0.06,0.0,0.14,0.0,4.39,0.0,14.09655,71.81174,62.4255,299.41521,4.9304355,2.1177375,-2.1177375,0.929848,2.1174,-2.1174,-4.84196,2.11775,-2.11775,1425.43,,,15.538,0.067,-0.067,15.224,0.172,-0.172,13.871,0.026,-0.026,13.556,0.03,-0.03,13.539,0.038,-0.038,14.9721,0.00153,-0.00153,14.5208,0.0062,-0.0062,0,0,0,0,0
Kepler-1402 b,Kepler-1402,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,2.03387914,0.0,0.76,0.0,0.363,0.0,4.54,0.0,5416.0,0.0,0.87,0.0,0.9,0.04,-0.04,0.0,0.448,0.0,4.53,0.0,14.63665,80.85211,69.14337,313.32906,8.0774938,0.0354642,-0.0354642,-0.546578,0.0370823,-0.0370823,8.05898,0.0354566,-0.0354566,1493.64,40.34,-38.31,15.803,0.0,0.0,14.78,0.08,-0.08,13.31,0.022,-0.022,12.927,0.023,-0.023,12.862,0.029,-0.029,14.6083,0.000268,-0.000268,14.0647,0.0065,-0.0065,0,0,0,0,0
Kepler-1403 b,Kepler-1403,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,5.19492202,0.0,2.14,0.0,5.22,0.0,2.93,0.0,6060.0,0.0,1.15,0.0,1.11,0.1,-0.07,0.0,0.372,0.0,4.36,0.0,10.9704,71.27274,59.98675,303.62435,11.1813442,0.0518192,-0.0518192,-4.1781,0.0509021,-0.0509021,-10.3714,0.0519665,-0.0519665,2163.9,158.67,-138.78,16.36,0.069,-0.069,15.713,0.115,-0.115,14.559,0.03,-0.03,14.245,0.039,-0.039,14.201,0.055,-0.055,15.5907,0.000547,-0.000547,15.1547,0.0067,-0.0067,0,0,0,0,0
Kepler-1404 b,Kepler-1404,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,15.9314739,0.0,2.01,0.0,4.7,0.0,3.18,0.0,5261.0,0.0,0.8,0.0,0.84,0.05,-0.05,0.0,-0.37,0.0,4.56,0.0,12.88805,83.4802,69.28236,322.04571,7.1802922,0.0880992,-0.0880992,5.32251,0.0842802,-0.0842802,4.81949,0.0925439,-0.0925439,962.183,42.467,-39.082,16.652,0.043,-0.043,15.931,0.126,-0.126,14.315,0.025,-0.025,13.876,0.027,-0.027,13.756,0.054,-0.054,15.7029,0.000637,-0.000637,15.1355,0.0085,-0.0085,0,0,0,0,0
Kepler-1405 b,Kepler-1405,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,28.2274184,0.0,3.96,0.0,14.9,0.0,1.32,0.0,5925.0,0.0,1.07,0.0,1.05,0.08,-0.08,0.0,0.022,0.0,4.4,0.0,7.79131,73.28745,59.10911,310.82061,3.7320245,0.0578067,-0.0578067,3.44314,0.0574866,-0.0574866,-1.43972,0.0596044,-0.0596044,1530.3,87.7,-78.83,16.235,0.068,-0.068,16.028,0.435,-0.435,14.583,0.028,-0.028,14.212,0.044,-0.044,14.237,0.072,-0.072,15.8175,0.000664,-0.000664,15.3042,0.0078,-0.0078,0,0,0,0,0
Kepler-1406 b,Kepler-1406,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,11.62905828,0.0,1.1,0.0,1.37,0.0,5.66,0.0,5892.0,0.0,1.12,0.0,1.05,0.04,-0.04,0.0,0.135,0.0,4.36,0.0,10.10494,71.6601,59.6699,305.397,11.8447891,2.180827,-2.180827,-0.828191,2.18021,-2.18021,-11.8158,2.18083,-2.18083,572.403,,,13.947,0.066,-0.066,13.39,0.114,-0.114,12.227,0.023,-0.023,11.908,0.021,-0.021,11.88,0.021,-0.021,13.3819,0.003414,-0.003414,12.9484,0.0069,-0.0069,0,0,0,0,0
Kepler-1407 b,Kepler-1407,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,20.0711504,0.0,2.25,0.0,5.69,0.0,2.74,0.0,6010.0,0.0,1.15,0.0,1.1,0.1,-0.08,0.0,0.271,0.0,4.36,0.0,16.8203,71.42953,63.74938,294.09063,4.5883532,0.0476792,-0.0476792,2.72981,0.053584,-0.053584,-3.68797,0.0441102,-0.0441102,1396.41,50.87,-47.47,15.865,0.0,0.0,15.023,0.103,-0.103,13.848,0.028,-0.028,13.525,0.031,-0.031,13.489,0.038,-0.038,14.8925,0.000368,-0.000368,14.4251,0.0068,-0.0068,0,0,0,0,0
Kepler-1408 b,Kepler-1408,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,2.99793191,0.0,0.89,0.0,0.64,0.0,4.99,0.0,6170.0,0.0,1.35,0.0,1.21,1.0,-0.1,0.0,0.579,0.0,4.25,0.0,19.05989,74.98391,67.80505,294.1072,8.0005615,0.0408774,-0.0408774,-7.73957,0.0406213,-0.0406213,2.02683,0.0444437,-0.0444437,535.048,6.412,-6.265,12.757,0.065,-0.065,12.124,0.057,-0.057,10.976,0.021,-0.021,10.736,0.018,-0.018,10.694,0.011,-0.011,11.9622,0.00018,-0.00018,11.5719,0.0067,-0.0067,0,0,0,0,0
Kepler-1409 b,Kepler-1409,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0.76486493,0.0,1.04,0.0,1.12,0.0,5.47,0.0,5160.0,0.0,0.79,0.0,0.83,0.04,-0.04,0.0,-0.422,0.0,4.57,0.0,16.57577,82.50635,71.65198,313.11376,3.4040539,0.0407213,-0.0407213,-3.07225,0.0399944,-0.0399944,1.4659,0.0437714,-0.0437714,694.89,9.8035,-9.8035,16.322,0.042,-0.042,15.391,0.046,-0.046,13.775,0.026,-0.026,13.296,0.031,-0.031,13.248,0.034,-0.034,15.172,0.000545,-0.000545,14.5815,0.0068,-0.0068,0,0,0,0,0
Kepler-141 b,Kepler-141,1,2,0,0,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,3.107675,0.0,0.69,0.0,0.257,0.0,4.3,0.0,4910.0,0.0,0.79,0.0,1.0,0.02,-0.02,0.0,-0.446,0.0,4.57,0.0,10.44986,81.60929,66.23877,321.53017,25.5585449,0.0269054,-0.0269054,-20.1218,0.0263462,-0.0263462,-15.7592,0.0277929,-0.0277929,301.183,1.309,-1.298,14.663,0.196,-0.196,13.624,0.092,-0.092,11.955,0.021,-0.021,11.485,0.017,-0.017,11.393,0.017,-0.017,13.4205,0.000238,-0.000238,12.8049,0.006,-0.006,0,0,0,0,0
Kepler-141 c,Kepler-141,1,2,0,0,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,7.010606,0.0,1.41,0.0,2.57,0.0,5.04,0.0,4910.0,0.0,0.79,0.0,1.0,0.02,-0.02,0.0,-0.446,0.0,4.57,0.0,10.44986,81.60929,66.23877,321.53017,25.5585449,0.0269054,-0.0269054,-20.1218,0.0263462,-0.0263462,-15.7592,0.0277929,-0.0277929,301.183,1.309,-1.298,14.663,0.196,-0.196,13.624,0.092,-0.092,11.955,0.021,-0.021,11.485,0.017,-0.017,11.393,0.017,-0.017,13.4205,0.000238,-0.000238,12.8049,0.006,-0.006,0,0,0,0,0
Kepler-1410 b,Kepler-1410,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,60.866168,0.0,1.78,0.0,3.82,0.0,3.72,0.0,4092.0,0.0,0.6,0.0,0.63,0.04,-0.04,0.0,-1.158,0.0,4.67,0.0,11.12526,70.94994,59.8569,302.97018,5.9,,,-2.8,,,-5.2,,,367.0,27.913,-30.161,17.988,0.168,-0.168,16.319,0.115,-0.115,13.586,0.031,-0.031,12.906,0.021,-0.021,12.767,0.037,-0.037,15.9484,0.010915,-0.010915,15.095,0.0125,-0.0125,0,0,0,0,0
Kepler-1411 b,Kepler-1411,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,86.1150888,0.0,2.82,0.0,8.35,0.0,2.05,0.0,5664.0,0.0,0.92,0.0,0.95,0.05,-0.06,0.0,0.041,0.0,4.49,0.0,15.72302,73.57259,64.76904,298.9205,6.4514263,0.0578577,-0.0578577,-6.35066,0.0577394,-0.0577394,-1.13579,0.0614415,-0.0614415,1660.48,94.3,-84.85,16.508,0.037,-0.037,15.945,0.138,-0.138,14.686,0.034,-0.034,14.334,0.047,-0.047,14.237,0.072,-0.072,15.7709,0.000512,-0.000512,15.316,0.0068,-0.0068,0,0,0,0,0
Kepler-1412 b,Kepler-1412,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,3.6146051,0.0,0.83,0.0,0.498,0.0,4.79,0.0,5880.0,0.0,1.27,0.0,1.06,0.05,-0.04,0.0,0.383,0.0,4.25,0.0,14.53726,81.1662,69.26462,314.16257,8.4006106,0.0295916,-0.0295916,4.11566,0.0342781,-0.0342781,7.32336,0.0279486,-0.0279486,755.678,8.861,-8.662,14.032,0.02,-0.02,13.347,0.103,-0.103,12.146,0.03,-0.03,11.834,0.03,-0.03,11.774,0.02,-0.02,13.1928,0.000274,-0.000274,12.7581,0.0066,-0.0066,0,0,0,0,0
Kepler-1413 b,Kepler-1413,1,1,0,0,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,13.1829642,0.0,1.82,0.0,3.97,0.0,3.62,0.0,5196.0,0.0,0.8,0.0,0.84,0.04,-0.05,0.0,-0.391,0.0,4.57,0.0,12.05195,79.31782,66.20302,314.68246,4.259251,0.0764481,-0.0764481,-4.23129,0.0761583,-0.0761583,-0.487241,0.095809,-0.095809,1167.49,69.43,-62.18,15.831,0.073,-0.073,16.473,0.401,-0.401,14.821,0.044,-0.044,14.385,0.062,-0.062,14.224,0.079,-0.079,16.2846,0.000754,-0.000754,15.6847,0.0078,-0.0078,0,0,0,0,0
